검색일시,기사일자,제목(원문),제목(직역),제목(의역),링크,해시
05-22 09:20,05-21,"Home sweet home or location, location, location: The best place for your company's privacy office","홈 스위트 홈 또는 위치, 위치, 위치 : 회사 개인 정보 보호 사무소에 가장 적합한 장소","홈 스위트 홈 또는 위치, 위치, 위치 : 회사 개인 정보 보호 사무소에 가장 적합한 장소",https://iapp.org/news/a/home-sweet-home-or-location-location-location-the-best-place-for-your-companys-privacy-office,fe52beb86610f4731f653bd0462c4403
05-22 09:20,05-21,"EU, UK look to bolster biometric data security","영국 EU, 영국은 생체 인식 데이터 보안을 강화하려고합니다","영국 EU, 영국은 생체 인식 데이터 보안을 강화하려고합니다",https://iapp.org/news/a/uk-eu-looks-to-bolster-biometric-data-security,0f4770dfc78f6240d77b5b57d0996b70
05-22 09:20,05-21,Berlin Group debuts paper on neurotechnologies' privacy needs,베를린 그룹은 신경 기술의 개인 정보 보호 요구에 관한 논문을 데뷔합니다,베를린 그룹은 신경 기술의 개인 정보 보호 요구에 관한 논문을 데뷔합니다,https://iapp.org/news/a/berlin-group-debuts-paper-on-neurotechnologies-privacy-needs,211d084935ea31b2dc8fc391c79d708b
05-22 09:20,05-21,Man to plead guilty in student data hacking case,학생 데이터 해킹 사례에서 유죄를 인정하는 사람,학생 데이터 해킹 사례에서 유죄를 인정하는 사람,https://iapp.org/news/a/person-pleads-guilty-in-massive-education-software-hacking,e6336af966141b06e99d7f38e86f6670
05-22 09:20,05-21,Consumer Reports finds grocery chain uses personal data to create profiles,소비자 보고서는 식료품 체인이 개인 데이터를 사용하여 프로파일을 만듭니다.,소비자 보고서는 식료품 체인이 개인 데이터를 사용하여 프로파일을 만듭니다.,https://iapp.org/news/a/consumer-reports-finds-grocery-chain-uses-consumers-personal-data-to-create-marketing-profiles,c940563c576f95145e4169b5647b4371
05-22 09:20,05-21,KrebsOnSecurity Hit with 6.3 Tbps DDoS Attack via Aisuru Botnet,Krebsonsecurity는 Aisuru Botnet을 통한 6.3 TBPS DDOS 공격으로 인기를 얻었습니다.,Krebsonsecurity는 Aisuru Botnet을 통한 6.3 TBPS DDOS 공격으로 인기를 얻었습니다.,https://hackread.com/krebsonsecurity-6-3-tbps-ddos-attack-aisuru-botnet/,f9dca4ccdb499d7e5189bdc75300a649
05-22 09:20,05-21,Scammers Use Fake Kling AI Ads to Spread Malware,사기꾼은 가짜 Kling AI 광고를 사용하여 맬웨어를 전파합니다,사기꾼은 가짜 Kling AI 광고를 사용하여 맬웨어를 전파합니다,https://hackread.com/scammers-use-fake-kling-ai-ads-to-spread-malware/,0990c5041f815b848cb9d45ee2f54c55
05-22 09:20,05-21,"Retail hackers believed to be young and from US and UK, detectives say",소매 해커는 젊고 미국과 영국에서 왔다고 믿는다.,소매 해커는 젊고 미국과 영국에서 왔다고 믿는다.,https://www.bbc.com/news/articles/ckgnndrgxv3o,a39ff405ddff3a570148722e8af12556
05-22 09:20,05-21,AI chatbot to be embedded in Google search,Google 검색에 포함되는 AI 챗봇,Google 검색에 포함되는 AI 챗봇,https://www.bbc.com/news/articles/cpw77qwd117o,4aba44861b7c27e231966acf1bbcca7b
05-22 09:20,05-21,Fortnite back on US Apple app store after ban lifted,Fortnite Back on Us Apple App Store가 금지 된 후,Fortnite Back on Us Apple App Store가 금지 된 후,https://www.bbc.com/news/articles/c0711mrl470o,485da8b05d17fece1fc27eb1cbba1285
05-22 09:20,05-21,"Coinbase data breach impacted 69,461 individuals","코인베이스 데이터 유출은 69,461 명의 개인에게 영향을 미쳤습니다","코인베이스 데이터 유출은 69,461 명의 개인에게 영향을 미쳤습니다",https://securityaffairs.com/178151/data-breach/coinbase-data-breach-impacted-69461-individuals.html,6bf07d10c9234f2496c83dff7149a0e2
05-22 09:20,05-21,"U.S. CISA adds Ivanti EPMM, MDaemon Email Server, Srimax Output Messenger, Zimbra Collaboration, and ZKTeco BioTime flaws to its Known Exploited Vulnerabilities catalog","U.S. Cisa는 알려진 착취 된 취약점 카탈로그에 Ivanti EPMM, Mdaemon 이메일 서버, SRIMAX 출력 메신저, Zimbra Collaboration 및 Zkteco Biotime 결함을 추가합니다.","U.S. Cisa는 알려진 착취 된 취약점 카탈로그에 Ivanti EPMM, Mdaemon 이메일 서버, SRIMAX 출력 메신저, Zimbra Collaboration 및 Zkteco Biotime 결함을 추가합니다.",https://securityaffairs.com/178140/security/u-s-cisa-adds-ivanti-epmm-mdaemon-email-server-srimax-output-messenger-zimbra-collaboration-and-zkteco-biotime-flaws-to-its-known-exploited-vulnerabilities-catalog.html,ed88b83bf742ddf166dd5a200e4a39bf
05-22 09:20,05-21,A critical flaw in OpenPGP.js lets attackers spoof message signatures,OpenPGP.js의 중요한 결함으로 공격자가 스푸핑 메시지 서명을 할 수 있습니다.,OpenPGP.js의 중요한 결함으로 공격자가 스푸핑 메시지 서명을 할 수 있습니다.,https://securityaffairs.com/178131/uncategorized/a-openpgp-js-flaw-lets-attackers-spoof-message-signatures.html,78601e78064c6d335d7fd705a9a7f0cc
05-22 09:20,05-21,4G Calling (VoLTE) flaw allowed to locate any O2 customer with a phone call,4G 통화 (VoLTE) 결함이 전화 통화로 O2 고객을 찾을 수 있습니다.,4G 통화 (VoLTE) 결함이 전화 통화로 O2 고객을 찾을 수 있습니다.,https://securityaffairs.com/178114/hacking/4g-calling-volte-flaw-allowed-to-locate-any-o2-customer-with-a-phone-call.html,52d521073fe0fbe48c3937bcd3b425f6
05-22 09:20,05-21,Governance in the Age of Citizen Developers and AI,시민 개발자의 시대 및 AI의 거버넌스,시민 개발자의 시대 및 AI의 거버넌스,https://www.securitymagazine.com/articles/101629-governance-in-the-age-of-citizen-developers-and-ai,4868de26e74c32ca92c025a72debf100
05-22 09:20,05-21,Scattered Spider is focus of NCA inquiry into cyber-attacks against UK retailers,흩어져있는 거미는 영국 소매 업체에 대한 사이버 공격에 대한 NCA 조사의 초점입니다.,흩어져있는 거미는 영국 소매 업체에 대한 사이버 공격에 대한 NCA 조사의 초점입니다.,https://www.theguardian.com/technology/2025/may/21/scattered-spider-national-crime-agency-inquiry-cyber-attacks-uk-retailers,5d160c0dec8c393d04647fd21ef724d2
05-22 09:20,05-21,"Most AI chatbots easily tricked into giving dangerous responses, study finds",대부분의 AI 챗봇은 위험한 반응을주는 데 쉽게 속여서 연구 결과,대부분의 AI 챗봇은 위험한 반응을주는 데 쉽게 속여서 연구 결과,https://www.theguardian.com/technology/2025/may/21/most-ai-chatbots-easily-tricked-into-giving-dangerous-responses-study-finds,898db8f56433baa482011945e58847a0
05-22 09:20,05-21,Google unveils ‘AI Mode’ in the next phase of its journey to change search,Google은 검색 변경을위한 여정의 다음 단계에서 'AI 모드'를 공개합니다.,Google은 검색 변경을위한 여정의 다음 단계에서 'AI 모드'를 공개합니다.,https://www.theguardian.com/technology/2025/may/20/google-ai-mode-search-engine-developers-conference,c1c6a5e8620c551f60f32fe157ac7231
05-22 09:20,05-21,Scattered Spider is focus of NCA inquiry into cyber-attacks against UK retailers,흩어져있는 거미는 영국 소매 업체에 대한 사이버 공격에 대한 NCA 조사의 초점입니다.,흩어져있는 거미는 영국 소매 업체에 대한 사이버 공격에 대한 NCA 조사의 초점입니다.,https://www.theguardian.com/technology/2025/may/21/scattered-spider-national-crime-agency-inquiry-cyber-attacks-uk-retailers,5d160c0dec8c393d04647fd21ef724d2
05-27 13:20,05-26,FBI Warns of Silent Ransom Group Targeting Law Firms via Scam Calls,FBI Scam Calls를 통해 법률 회사를 대상으로하는 Silent Ransom Group의 경고,FBI Scam Calls를 통해 법률 회사를 대상으로하는 Silent Ransom Group의 경고,https://hackread.com/fbi-silent-ransom-group-law-firms-via-scam-calls/,119465f05013c28a1ca4ef71e51bc141
05-27 13:20,05-26,The people who think AI might become conscious,AI를 생각하는 사람들은 의식이 될 수 있습니다,AI를 생각하는 사람들은 의식이 될 수 있습니다,https://www.bbc.com/news/articles/c0k3700zljjo,2bf69731b2ad2054d7b6372db74a7f45
05-27 13:20,05-26,China-linked APT UNC5221 started exploiting Ivanti EPMM flaws shortly after their disclosure,중국에 연결된 APT UNC5221 공개 직후 Ivanti EPMM 결함을 이용하기 시작했습니다.,중국에 연결된 APT UNC5221 공개 직후 Ivanti EPMM 결함을 이용하기 시작했습니다.,https://securityaffairs.com/178285/apt/china-linked-apt-unc5221-started-exploiting-ivanti-epmm-flaws-shortly-after-their-disclosure.html,588c477facfced0beba3ab2d2100c703
05-28 09:00,05-27,European Commission soliciting stakeholder input for training AI under Data Union Strategy,데이터 노동 조합 전략에 따른 AI 교육을위한 이해 관계자 입력을 요청하는 유럽위원회,데이터 노동 조합 전략에 따른 AI 교육을위한 이해 관계자 입력을 요청하는 유럽위원회,https://iapp.org/news/a/european-commission-soliciting-stakeholder-input-for-training-ai-under-data-union-strategy,4c699c22c82b02f77be8be4e2a5f9598
05-28 09:00,05-27,"Digital risk: Nothing ventured, nothing gained",디지털 위험 : 벤처가없고 얻지 못했습니다,디지털 위험 : 벤처가없고 얻지 못했습니다,https://iapp.org/news/a/digital-risk-nothing-ventured-nothing-gained,e4a5fa8dd425e985e21a638f4c90f8f2
05-28 09:00,05-27,German court rejects consumer group's complaint over Meta AI training,독일 법원은 Meta AI 교육에 대한 소비자 그룹의 불만을 거부합니다.,독일 법원은 Meta AI 교육에 대한 소비자 그룹의 불만을 거부합니다.,https://iapp.org/news/a/german-court-rejects-consumer-groups-complaint-over-meta-training-its-ai,44716e2de2abd183ec10d5653e8fe1a8
05-28 09:00,05-27,"NIST recaps Cybersecurity Framework, AI RMF workshop","NIST는 사이버 보안 프레임 워크, AI RMF 워크숍을 요약합니다","NIST는 사이버 보안 프레임 워크, AI RMF 워크숍을 요약합니다",https://iapp.org/news/a/nist-recap-on-cf-ai-rmf-workshop,14efc36af5096605fb8a79c459ccdf05
05-28 09:00,05-27,European Commission opens proceedings into adult websites' DSA compliance,유럽위원회는 성인 웹 사이트의 DSA 규정 준수에 대한 절차를 시작합니다,유럽위원회는 성인 웹 사이트의 DSA 규정 준수에 대한 절차를 시작합니다,https://iapp.org/news/a/european-commission-opens-proceedings-into-adult-websites-dsa-compliance,25b72390e70b1e22b93f845102e0a74f
05-28 09:00,05-27,"Most Americans want a slower approach to AI, poll finds",대부분의 미국인들은 AI에 대한 느린 접근 방식을 원한다고 여론 조사는 밝혔다.,대부분의 미국인들은 AI에 대한 느린 접근 방식을 원한다고 여론 조사는 밝혔다.,https://iapp.org/news/a/most-americans-want-a-slower-approach-to-ai-poll-finds,953daed6efdbdae13c6ea3cdfd14866f
05-28 09:00,05-27,Everest Ransomware Leaks Coca-Cola Employee Data Online,에베레스트 랜섬웨어는 코카콜라 직원 데이터를 온라인으로 유출합니다,에베레스트 랜섬웨어는 코카콜라 직원 데이터를 온라인으로 유출합니다,https://hackread.com/everest-ransomware-leaks-coca-cola-employee-data/,9498f5f1219d9a996d81b7c5f3b3a634
05-28 09:00,05-27,Pornhub and three other porn sites face EU child safety probe,Pornhub 및 3 개의 다른 포르노 사이트가 EU 어린이 안전 조사에 직면,Pornhub 및 3 개의 다른 포르노 사이트가 EU 어린이 안전 조사에 직면,https://www.bbc.com/news/articles/c1j58pwy82no,20b9fc2dc7cb8ee4d158190bc454a4b4
05-28 09:00,05-27,Nova Scotia Power confirms it was hit by ransomware attack but hasn’t paid the ransom,Nova Scotia Power는 랜섬웨어 공격에 의해 타격을 받았지만 랜섬을 지불하지 않았습니다.,Nova Scotia Power는 랜섬웨어 공격에 의해 타격을 받았지만 랜섬을 지불하지 않았습니다.,https://securityaffairs.com/178323/data-breach/nova-scotia-power-confirms-it-was-hit-by-ransomware-but-hasnt-paid-the-ransom.html,08cbde88fc2cb0c16c000279a2041c18
05-28 09:00,05-27,"Marlboro-Chesterfield Pathology data breach impacted 235,911 individuals","말보로 체스터 필드 병리 데이터 위반은 235,911 명의 개인에게 영향을 미쳤다","말보로 체스터 필드 병리 데이터 위반은 235,911 명의 개인에게 영향을 미쳤다",https://securityaffairs.com/178295/data-breach/marlboro-chesterfield-pathology-data-breach-impacted-235911-individuals.html,a7b6a5226526f41241c448227f421115
