검색일시,기사일자,제목(원문),제목(직역),제목(의역),링크,해시
06-12 09:00,06-11,"Means of defense under Mexico's new frameworks for data protection, transparency","데이터 보호, 투명성을위한 멕시코의 새로운 프레임 워크에 따른 방어 수단","데이터 보호, 투명성을위한 멕시코의 새로운 프레임 워크에 따른 방어 수단",https://iapp.org/news/a/means-of-defense-under-mexicos-new-frameworks-for-data-protection-transparency,23846ff994fc7e64dc07ce87ca2c404a
06-12 09:00,06-11,Major airlines allegedly sold access to consumer data to DHS,주요 항공사는 소비자 데이터에 대한 액세스를 DHS에 판매했다고합니다.,주요 항공사는 소비자 데이터에 대한 액세스를 DHS에 판매했다고합니다.,https://iapp.org/news/a/major-airlines-allegedly-sold-access-to-consumer-data-to-dhs,85bb182f8ca81f552ef5d2527d2e56c6
06-12 09:00,06-11,US court denies privacy class-action lawsuit against Google,미국 법원은 Google에 대한 개인 정보 보호 클래스 액션 소송을 거부합니다,미국 법원은 Google에 대한 개인 정보 보호 클래스 액션 소송을 거부합니다,https://iapp.org/news/a/class-action-lawsuit-against-google-denied-by-judge,3af2cacbd2b37a57ddd1f8e0535bfdc7
06-12 09:00,06-11,"Operation Secure: INTERPOL Disrupts 20,000 Infostealer Domains, 32 Arrested","작동 보안 : Interpol은 20,000 개의 Infosealer 도메인, 32 체포를 방해합니다","작동 보안 : Interpol은 20,000 개의 Infosealer 도메인, 32 체포를 방해합니다",https://hackread.com/operation-secure-interpol-disrupts-infostealer-domains/,e000d519b920d942bb9a4d5cbf49f92b
06-12 09:00,06-11,"Two Mirai Botnets, Lzrd and Resgod Spotted Exploiting Wazuh Flaw","두 개의 Mirai Botnets, lzrd와 Resgod가 와즈 결함을 악용하는 것을 발견했습니다.","두 개의 Mirai Botnets, lzrd와 Resgod가 와즈 결함을 악용하는 것을 발견했습니다.",https://hackread.com/two-mirai-botnets-lzrd-resgod-exploiting-wazuh-flaw/,dea8cdfbca12c8f8f43d6acd847016c5
06-12 09:00,06-11,"OpenAI Shuts Down 10 Malicious AI Ops Linked to China, Russia, Iran, N. Korea","Openai는 중국, 러시아,이란, N. 한국과 연결된 10 개의 악의적 인 AI OPS를 폐쇄합니다.","Openai는 중국, 러시아,이란, N. 한국과 연결된 10 개의 악의적 인 AI OPS를 폐쇄합니다.",https://hackread.com/openai-shuts-down-ai-ops-china-russia-iran-nkorea/,e0d356217fc410b1bc07a2341136075e
06-12 09:00,06-11,20 Top-Level Domain Names Abused by Hackers in Phishing Attacks,피싱 공격에서 해커가 남용한 최상위 도메인 이름 20 개,피싱 공격에서 해커가 남용한 최상위 도메인 이름 20 개,https://hackread.com/top-level-domain-names-hackers-abused-phishing-attacks/,71ce0a637f0ea970889d81032066b3ef
06-12 09:00,06-11,A flaw could allow recovery of the phone number associated with any Google account,결함은 Google 계정과 관련된 전화 번호를 복구 할 수 있습니다.,결함은 Google 계정과 관련된 전화 번호를 복구 할 수 있습니다.,https://securityaffairs.com/178871/hacking/a-flaw-could-allow-recovery-of-the-phone-number-associated-with-any-google-account.html,cede2b948e8d15d1cb5303cc1a38ee75
06-12 09:00,06-11,"Texas Department of Transportation (TxDOT) data breach exposes 300,000 crash reports","텍사스 교통부 (TXDOT) 데이터 위반은 300,000 건의 충돌 보고서를 폭로합니다.","텍사스 교통부 (TXDOT) 데이터 위반은 300,000 건의 충돌 보고서를 폭로합니다.",https://securityaffairs.com/178861/data-breach/txdot-data-breach-exposes-300000-crash-reports.html,404c0a97e99538014a11328d9b21812c
06-12 09:00,06-11,Public health bodies urged to launch period tracking apps to protect data,공중 보건 기관은 데이터를 보호하기위한 앱 추적 기간 추적을 시작할 것을 촉구했습니다.,공중 보건 기관은 데이터를 보호하기위한 앱 추적 기간 추적을 시작할 것을 촉구했습니다.,https://www.theguardian.com/society/2025/jun/11/public-health-bodies-urged-launch-period-tracking-apps-protect-data,0488ec6da6d3c4400a0d9c00e0e3dceb
06-13 14:05,06-12,Malaysia orders telecoms to give broadband data to government,말레이시아는 통신에 정부에 광대역 데이터를 제공하도록 명령합니다,말레이시아는 통신에 정부에 광대역 데이터를 제공하도록 명령합니다,https://iapp.org/news/a/telecom-firms-required-to-hand-over-broadband-data-to-government,34065b3caf0ccb9376c8832511da8c40
06-13 14:05,06-12,Sweden's DPA releases revised guidance on privacy analysis,스웨덴의 DPA는 개인 정보 보호 분석에 대한 개정 된 지침을 릴리스합니다,스웨덴의 DPA는 개인 정보 보호 분석에 대한 개정 된 지침을 릴리스합니다,https://iapp.org/news/a/imy-releases-revised-guidance-on-privacy-analysis,0088c54dc21bfbc8e4f2e7f36b8c320d
06-13 14:05,06-12,Latvia's DVI issues guidance regarding Meta using social media posts to train AI,Latvia의 DVI는 AI를 훈련시키기 위해 소셜 미디어 게시물을 사용하는 메타에 관한 지침을 발행합니다.,Latvia의 DVI는 AI를 훈련시키기 위해 소셜 미디어 게시물을 사용하는 메타에 관한 지침을 발행합니다.,https://iapp.org/news/a/latvias-dvi-issues-guidance-for-citizens-regarding-meta-using-social-media-posts-to-train-ai,cc4bebf5fb23257a884c021f4485e70f
06-13 14:05,06-12,"UK Parliament passes Data (Use and Access) Bill, awaits Royal Assent","영국 의회는 데이터를 통과 (사용 및 액세스) 법안, Royal Assent를 기다립니다.","영국 의회는 데이터를 통과 (사용 및 액세스) 법안, Royal Assent를 기다립니다.",https://iapp.org/news/a/uk-parliament-pushes-proposed-data-use-and-access-bill-toward-finalization,67f3b0d549cc786f94f88b596e5f4989
06-13 14:05,06-12,Italy's DPA reaffirms ban on Replika over AI and children's privacy concernsÂ,이탈리아의 DPA,이탈리아의 DPA,https://iapp.org/news/a/italys-dpa-reaffirms-ban-on-replika-over-ai-and-childrens-privacy-concerns,90ff68a335c2929a760aa0c3f89d9e52
06-13 14:05,06-12,10 tips for protecting children's privacy online,온라인으로 어린이 개인 정보 보호를위한 10 가지 팁,온라인으로 어린이 개인 정보 보호를위한 10 가지 팁,https://iapp.org/news/a/10-tips-for-protecting-childrens-privacy-online-2,e95b8993de0165bdc1462a0a846cd308
06-13 14:05,06-12,"Australia's science minister welcomes AI innovation, regulation","호주 과학부 장관은 AI 혁신, 규제를 환영합니다","호주 과학부 장관은 AI 혁신, 규제를 환영합니다",https://iapp.org/news/a/australias-science-minister-looks-to-welcome-ai-innovation,dc1afc9af3878cf0d82d94e37d6a5e70
06-13 14:05,06-12,CNIL opens public consultation on embedding tracking pixels in emails,CNIL은 이메일에 픽셀 추적 픽셀 임베딩에 대한 공개 상담을 시작합니다.,CNIL은 이메일에 픽셀 추적 픽셀 임베딩에 대한 공개 상담을 시작합니다.,https://iapp.org/news/a/cnil-opens-public-consultation-on-embedding-tracking-pixels-in-emails,5c32436465b198f03d18e1b722d4955e
06-13 14:05,06-12,Norway's DPA finds 6 websites violated data sharing rules,노르웨이의 DPA는 6 개의 웹 사이트를 위반 한 데이터 공유 규칙을 찾습니다,노르웨이의 DPA는 6 개의 웹 사이트를 위반 한 데이터 공유 규칙을 찾습니다,https://iapp.org/news/a/norways-dpa-finds-six-website-violated-data-sharing-rules,b5eed0f6251fee77f28385e705779413
06-13 14:05,06-12,Asia Pacific Privacy Authorities Forum issues anonymization guide,아시아 태평양 개인 정보 보호 당국 포럼 이슈 익명화 안내서,아시아 태평양 개인 정보 보호 당국 포럼 이슈 익명화 안내서,https://iapp.org/news/a/asia-pacific-privacy-authorities-issue-anonymization-guide,1a505b1d38c5b95cf30a5dbe4f997a6d
06-13 14:05,06-12,Google's AI overview features impact website traffic,Google의 AI 개요는 웹 사이트 트래픽에 영향을 미칩니다,Google의 AI 개요는 웹 사이트 트래픽에 영향을 미칩니다,https://iapp.org/news/a/googles-ai-overview-features-impact-website-traffic,4ceb2692360785666bdd67582aa5700c
06-13 14:05,06-12,Ireland's DPC issues GDPR fine over biometrics program,아일랜드의 DPC는 생체 인식 프로그램에 대해 GDPR을 미세하게 발행합니다,아일랜드의 DPC는 생체 인식 프로그램에 대해 GDPR을 미세하게 발행합니다,https://iapp.org/news/a/irish-dpc-finds-services-program-violated-data-protection-law,f4fa81198d7845c847139f19a667b727
06-13 14:05,06-12,Can inferred insecurity about physical traits be regulated as sensitive data?,신체적 특성에 대한 불안감이 민감한 데이터로 규제 될 수 있습니까?,신체적 특성에 대한 불안감이 민감한 데이터로 규제 될 수 있습니까?,https://iapp.org/news/a/can-inferred-insecurity-about-physical-traits-be-regulated-as-sensitive-data,1135421f8389dd8896c774d594ee4ee4
06-13 14:05,06-12,Parameters still unclear as support for AI Act pause grows,AI ACT 일시 정지에 대한 지원이 커짐에 따라 여전히 불분명 한 매개 변수,AI ACT 일시 정지에 대한 지원이 커짐에 따라 여전히 불분명 한 매개 변수,https://iapp.org/news/a/as-support-for-ai-act-pause-grows-parameters-still-unclear,d09d5e66ee3c4f98e73d22581517ff6a
06-13 14:05,06-12,EchoLeak Zero-Click AI Attack in Microsoft Copilot Exposes Company Data,Microsoft Copilot의 Echoleak Zero-Click AI 공격 회사 데이터를 노출시킵니다.,Microsoft Copilot의 Echoleak Zero-Click AI 공격 회사 데이터를 노출시킵니다.,https://hackread.com/zero-click-ai-flaw-microsoft-365-copilot-expose-data/,5513775ca17d4c6a14d1feae35bf496e
06-13 14:05,06-12,CISA Warns of Remote Control Flaws in SinoTrack GPS Trackers,CISA는 Sinotrack GPS 추적기의 원격 제어 결함에 대해 경고합니다.,CISA는 Sinotrack GPS 추적기의 원격 제어 결함에 대해 경고합니다.,https://hackread.com/cisa-remote-control-flaws-sinotrack-gps-trackers/,9d157437aad471befbbe576cd40b47aa
06-13 14:05,06-12,Data bill opposed by Sir Elton John and Dua Lipa finally passes,Elton John과 Dua Lipa가 반대하는 데이터 청구서는 마침내 통과합니다.,Elton John과 Dua Lipa가 반대하는 데이터 청구서는 마침내 통과합니다.,https://www.bbc.com/news/articles/c8e6z590wweo,db8ec1ee267a59dbe42625e4ce805ac2
06-13 14:05,06-12,Meta urged to go further in crackdown on 'nudify' apps,Meta는 'Nudify'앱에 대한 단속을 더 나아가라고 촉구했습니다.,Meta는 'Nudify'앱에 대한 단속을 더 나아가라고 촉구했습니다.,https://www.bbc.com/news/articles/cgr58dlnne5o,cc5d1829d715550ca26ab8a7b230b089
06-13 14:05,06-12,Disney and Universal sue AI firm Midjourney over images,디즈니와 Universal Sue Ai 회사 미드 제르 니 이미지,디즈니와 Universal Sue Ai 회사 미드 제르 니 이미지,https://www.bbc.com/news/articles/cg5vjqdm1ypo,974bf5083e541071b7083ed344c9714f
06-13 14:05,06-12,WhatsApp tells BBC it backs Apple in legal row with UK over user data,WhatsApp은 BBC에게 사용자 데이터를 통해 영국과 법적 행에 Apple을 뒷받침한다고 말합니다.,WhatsApp은 BBC에게 사용자 데이터를 통해 영국과 법적 행에 Apple을 뒷받침한다고 말합니다.,https://www.bbc.com/news/articles/cgmjrn42wdwo,ecb1b0c43a440489e1b3bdd0313c3000
06-13 14:05,06-12,SinoTrack GPS device flaws allow remote vehicle control and location tracking,Sinotrack GPS 장치 결함은 원격 차량 제어 및 위치 추적을 허용합니다.,Sinotrack GPS 장치 결함은 원격 차량 제어 및 위치 추적을 허용합니다.,https://securityaffairs.com/178922/security/sinotrack-gps-device-flaws-allow-remote-vehicle-control-and-location-tracking.html,a3894aaac79ae393719569cf090be83f
06-13 14:05,06-12,"U.S. CISA adds Wazuh, and WebDAV flaws to its Known Exploited Vulnerabilities catalog",U.S. Cisa는 Wazuh와 Webdav 결함을 알려진 착취 된 취약점 카탈로그에 추가합니다.,U.S. Cisa는 Wazuh와 Webdav 결함을 알려진 착취 된 취약점 카탈로그에 추가합니다.,https://securityaffairs.com/178923/security/u-s-cisa-adds-wazuh-and-webdav-flaws-to-its-known-exploited-vulnerabilities-catalog.html,096cdcc07bff3c2d6e2b04c553b8b3b7
06-13 14:05,06-12,"Exposed eyes: 40,000 security cameras vulnerable to remote hacking",노출 된 눈 : 원격 해킹에 취약한 4 만 개의 보안 카메라,노출 된 눈 : 원격 해킹에 취약한 4 만 개의 보안 카메라,https://securityaffairs.com/178908/iot/40000-security-cameras-remote-hacking.html,ddef23d2b0f256bb87ec3016b34d957f
06-13 14:05,06-12,"Operation Secure: INTERPOL dismantles 20,000+ malicious IPs in major cybercrime crackdown","Operation Secure : Interpol은 주요 사이버 범죄 단속에서 20,000 개 이상의 악성 IP를 해체합니다.","Operation Secure : Interpol은 주요 사이버 범죄 단속에서 20,000 개 이상의 악성 IP를 해체합니다.",https://securityaffairs.com/178898/cyber-crime/operation-secure-interpol-dismantles-20000-malicious-ips-in-major-cybercrime-crackdown.html,0bb1261b6ff969bed8aad3bfe5632ea3
06-13 14:05,06-12,When AI Ambitions Are Dictated by Cloud Matters,AI 야망이 클라우드 문제에 의해 지시 될 때,AI 야망이 클라우드 문제에 의해 지시 될 때,https://www.securitymagazine.com/articles/101687-when-ai-ambitions-are-dictated-by-cloud-matters,384e8535f04033cee69203f415e1d71d
06-13 14:05,06-12,"European journalists targeted with Paragon Solutions spyware, say researchers",유럽 ​​언론인들은 Paragon Solutions Spyware를 대상으로했다고 연구원들은 말합니다,유럽 ​​언론인들은 Paragon Solutions Spyware를 대상으로했다고 연구원들은 말합니다,https://www.theguardian.com/media/2025/jun/12/european-journalists-targeted-with-paragon-solutions-spyware-say-researchers,9ba4db6a03d918627856afbfd35cada7
