검색일시,기사일자,제목(원문),제목(직역),제목(의역),링크,해시
05-15 09:30,05-14,Apple to Pay $95 Million in Siri Snooping Lawsuit – Here’s How to Apply,Apple은 Siri Snooping 소송에서 9 천 5 백만 달러를 지불합니다. 신청 방법은 다음과 같습니다.,Apple은 Siri Snooping 소송에서 9 천 5 백만 달러를 지불합니다. 신청 방법은 다음과 같습니다.,https://hackread.com/apple-95-million-siri-snooping-lawsuit-how-to-apply/,1852a51faba9a7f9de0911f47e85b519
05-15 09:30,05-14,PrepHero-Linked Database Exposed Data of 3M Students and Coaches,3M 학생과 코치의 Prephero 연결 데이터베이스 노출 데이터,3M 학생과 코치의 Prephero 연결 데이터베이스 노출 데이터,https://hackread.com/prephero-database-exposed-students-coaches-data/,a7a21832941f634151b141f821b16839
05-15 09:30,05-14,M&S says customer data stolen in cyber attack,M & S는 사이버 공격에 고객 데이터가 도난 당했다고 말합니다,M & S는 사이버 공격에 고객 데이터가 도난 당했다고 말합니다,https://www.bbc.com/news/articles/c62v34zv828o,b8e1fd5af5f9db1b5d95a812ac1a8844
05-15 09:30,05-14,Marks and Spencer confirms data breach after April cyber attack,Marks and Spencer는 4 월 사이버 공격 후 데이터 유출을 확인합니다.,Marks and Spencer는 4 월 사이버 공격 후 데이터 유출을 확인합니다.,https://securityaffairs.com/177784/data-breach/marks-and-spencer-confirms-data-breach-after-april-cyber-attack.html,2b4751d126e1135c63fb4c1283d43535
05-15 09:30,05-14,noyb sends Meta 'cease and desist' letter over AI training. European Class Action as potential next step,Noyb는 AI 훈련을 통해 Meta 'Cease and Desist'편지를 보냅니다.잠재적 인 다음 단계로서의 유럽 집단 행동,Noyb는 AI 훈련을 통해 Meta 'Cease and Desist'편지를 보냅니다.잠재적 인 다음 단계로서의 유럽 집단 행동,https://noyb.eu/en/noyb-sends-meta-cease-and-desist-letter-over-ai-training-european-class-action-potential-next-step,b85eb8bcc9cc81ed292a63c85711ac25
05-16 10:20,05-15,"EU AI literacy not a far jump for established data professionals, regulator saysÂ",EU AI 문해력 기존 데이터 전문가에게는 먼 점프가 아닙니다.,EU AI 문해력 기존 데이터 전문가에게는 먼 점프가 아닙니다.,https://iapp.org/news/a/eu-ai-literacy-not-a-far-jump-for-established-data-professionals-regulator-says,41f082585fae2b5b598b8affb6441f78
05-16 10:20,05-15,Preparing your company for a financing round: A privacy action plan,금융 라운드를 위해 회사 준비 : 개인 정보 보호 행동 계획,금융 라운드를 위해 회사 준비 : 개인 정보 보호 행동 계획,https://iapp.org/news/a/preparing-your-company-for-a-financing-round-a-privacy-action-plan,c4c1838d345968212a521839c580f5e4
05-16 10:20,05-15,IAB Europe supportive of Belgian Market Court invalidating portions of TCF,IAB 유럽 TCF의 일부를 무효화하는 벨기에 시장 법원을지지합니다.,IAB 유럽 TCF의 일부를 무효화하는 벨기에 시장 법원을지지합니다.,https://iapp.org/news/a/iab-europe-supportive-of-belgian-market-court-decision-invalidating-portions-of-tcf,7f94d52012d386bc5b4257f57f21d3f6
05-16 10:20,05-15,European Commission alleges TikTok's advertising may violate DSA,유럽위원회는 Tiktok의 광고가 DSA를 위반할 수 있다고 주장합니다,유럽위원회는 Tiktok의 광고가 DSA를 위반할 수 있다고 주장합니다,https://iapp.org/news/a/european-commission-says-tiktok-may-be-in-violation-of-dsa,9e8f212fb415924ac82e5433c17821cc
05-16 10:20,05-15,CFPB withdraws rule limiting data brokers' ability to sell sensitive personal data,CFPB는 규칙 제한 데이터 브로커의 민감한 개인 데이터를 판매하는 능력 제한을 철회합니다.,CFPB는 규칙 제한 데이터 브로커의 민감한 개인 데이터를 판매하는 능력 제한을 철회합니다.,https://iapp.org/news/a/cfpb-withdraws-rule-that-sought-to-limit-data-brokers-ability-to-sell-sensitive-personal-data,c571d4b45ca993adefdc487889acfa4e
05-16 10:20,05-15,New Zealand's OPC issues annual privacy survey results,뉴질랜드의 OPC는 연간 개인 정보 보호 설문 조사 결과를 발행합니다,뉴질랜드의 OPC는 연간 개인 정보 보호 설문 조사 결과를 발행합니다,https://iapp.org/news/a/new-zealand-opc-issues-annual-privacy-survey-results,3742d63cb3daa9328c781b71d83e509d
05-16 10:20,05-15,Ransomware attack targets cryptocurrency company's sensitive consumer data,랜섬웨어 공격은 Cryptocurrency Company의 민감한 소비자 데이터를 대상으로합니다,랜섬웨어 공격은 Cryptocurrency Company의 민감한 소비자 데이터를 대상으로합니다,https://iapp.org/news/a/ransomware-attack-targets-cryptocurrency-companys-sensitive-consumer-data,c86dc3b3e852271caca88936eed352a1
05-16 10:20,05-15,Norway's DPA releases findings from school privacy inquiry,노르웨이의 DPA는 학교 프라이버시 문의에서 결과를 출시합니다,노르웨이의 DPA는 학교 프라이버시 문의에서 결과를 출시합니다,https://iapp.org/news/a/norways-dpa-releases-investigation-findings-of-its-inquiry-into-schools-privacy-standards,ee595bcdd584ceed85fcbf6c69a5a84b
05-16 10:20,05-15,Kosovo authorities extradited admin of the cybercrime marketplace BlackDB.cc,코소보 당국은 사이버 범죄 마켓 플레이스 BlackDB.CC의 행정을 인도했다,코소보 당국은 사이버 범죄 마켓 플레이스 BlackDB.CC의 행정을 인도했다,https://securityaffairs.com/177870/cyber-crime/kosovo-authorities-extradited-admin-of-the-cybercrime-marketplace-blackdb-cc.html,c6a02cfbe5ccd351bde595297494e6e6
05-16 10:20,05-15,430K Patients’ Data Exposed in Ascension Breach,승천 위반에 노출 된 430K 환자의 데이터,승천 위반에 노출 된 430K 환자의 데이터,https://www.securitymagazine.com/articles/101627-430k-patients-data-exposed-in-ascension-breach,d61ddd55b539533c111e0b7dac88e633
05-16 10:20,05-15,"‘Aggressive’ hackers of UK retailers are now targeting US stores, says Google",영국 소매 업체의 '공격적인'해커 해커는 현재 미국 상점을 목표로하고 있다고 Google은 말합니다.,영국 소매 업체의 '공격적인'해커 해커는 현재 미국 상점을 목표로하고 있다고 Google은 말합니다.,https://www.theguardian.com/technology/2025/may/14/google-scattered-spider-hackers-retailers,04d6f63b60f548878522093a807eb624
05-16 10:20,05-15,"‘Aggressive’ hackers of UK retailers are now targeting US stores, says Google",영국 소매 업체의 '공격적인'해커 해커는 현재 미국 상점을 목표로하고 있다고 Google은 말합니다.,영국 소매 업체의 '공격적인'해커 해커는 현재 미국 상점을 목표로하고 있다고 Google은 말합니다.,https://www.theguardian.com/technology/2025/may/14/google-scattered-spider-hackers-retailers,04d6f63b60f548878522093a807eb624
05-16 10:20,05-15,"‘Aggressive’ hackers of UK retailers are now targeting US stores, says Google",영국 소매 업체의 '공격적인'해커 해커는 현재 미국 상점을 목표로하고 있다고 Google은 말합니다.,영국 소매 업체의 '공격적인'해커 해커는 현재 미국 상점을 목표로하고 있다고 Google은 말합니다.,https://www.theguardian.com/technology/2025/may/14/google-scattered-spider-hackers-retailers,04d6f63b60f548878522093a807eb624
05-19 09:00,05-18,Google releases research on differential privacy frameworks,Google은 차등 프라이버시 프레임 워크에 대한 연구를 출시합니다,Google은 차등 프라이버시 프레임 워크에 대한 연구를 출시합니다,https://iapp.org/news/a/google-releases-research-on-differential-privacy-frameworks,8c85eda24c50b4b17259e65c23002761
05-19 09:00,05-18,OAIC seeks input on development of Children's Online Privacy Code,OAIC는 어린이 온라인 개인 정보 보호 코드 개발에 대한 정보를 찾습니다.,OAIC는 어린이 온라인 개인 정보 보호 코드 개발에 대한 정보를 찾습니다.,https://iapp.org/news/a/oaic-seeks-input-from-children-parents-on-development-of-childrens-online-code,0ad974a33208f0aff3a8c85e0b564752
05-19 09:00,05-18,CNIL issues guidance detailing school data breach response obligations,CNIL은 학교 데이터 위반 응답 의무를 자세히 설명합니다,CNIL은 학교 데이터 위반 응답 의무를 자세히 설명합니다,https://iapp.org/news/a/cnil-issues-guidance-detailing-data-breach-response-obligations,c6f50a173a6a4f246860daffea57c3fc
05-19 09:00,05-18,Education technology industry dissolves its privacy pledge,교육 기술 산업은 개인 정보 보호 서약을 해산합니다,교육 기술 산업은 개인 정보 보호 서약을 해산합니다,https://iapp.org/news/a/education-technology-industry-dissolves-its-privacy-pledge,1040ad50cd764193b6a21ca43cdae619
